LAT,LONG,YEAR1,YEAR2,PRED
45.365342,-75.718388,2009,2012,1
45.365342,-75.718388,2014,2015,1
45.365365,-75.795086,2014,2015,1
45.365394,-75.678514,2012,2012,1
45.365409,-75.748407,2007,2009,1
45.365411,-75.757169,2009,2012,1
45.365424,-75.792380,2015,2015,1
45.365424,-75.794895,2014,2015,1
45.365424,-75.794895,2015,2016,1
45.365434,-75.757126,2009,2012,1
45.365465,-75.718104,2009,2012,1
45.365483,-75.677771,2012,2014,1
45.365512,-75.639373,2007,2009,1
45.365512,-75.639373,2012,2015,1
45.365512,-75.677539,2012,2012,1
45.365514,-75.700783,2009,2012,1
45.365526,-75.736921,2014,2015,1
45.365532,-75.758603,2012,2014,1
45.365546,-75.687801,2012,2014,1
45.365549,-75.723887,2012,2012,1
45.365549,-75.723887,2015,2016,1
45.365556,-75.703114,2009,2012,1
45.365558,-75.687479,2012,2014,1
45.365566,-75.717872,2009,2012,1
45.365570,-75.687447,2014,2015,1
45.365576,-75.703131,2009,2012,1
45.365598,-75.715812,2007,2009,1
45.365598,-75.715812,2009,2014,1
45.365637,-75.750307,2012,2012,1
45.365676,-75.675002,2012,2014,1
45.365694,-75.715588,2015,2016,1
45.365700,-75.686494,2007,2009,1
45.365701,-75.670726,2007,2012,1
45.365702,-75.687701,2009,2012,1
45.365708,-75.697508,2009,2012,1
45.365718,-75.725850,2012,2012,1
45.365730,-75.748957,2009,2012,1
45.365779,-75.742347,2012,2014,1
45.365790,-75.715348,2015,2016,1
45.365790,-75.734852,2014,2015,1
45.365811,-75.639465,2009,2012,1
45.365836,-75.639420,2009,2012,1
45.365840,-75.687405,2009,2012,1
45.365840,-75.687405,2012,2014,1
45.365865,-75.764685,2009,2012,1
45.365881,-75.722329,2009,2012,1
45.365889,-75.717124,2012,2014,1
45.365912,-75.777637,2014,2015,1
45.365914,-75.639193,2009,2012,1
45.365915,-75.684142,2009,2012,1
45.365930,-75.623961,2012,2015,1
45.365935,-75.735971,2012,2014,1
45.365974,-75.772594,2009,2012,1
45.365989,-75.726087,2012,2012,1
45.366004,-75.713391,2014,2014,1
45.366025,-75.624622,2007,2009,1
45.366035,-75.671948,2012,2014,1
45.366038,-75.697740,2009,2012,1
45.366072,-75.678962,2012,2012,1
45.366107,-75.721815,2012,2012,1
45.366118,-75.726200,2012,2014,1
45.366120,-75.735768,2012,2014,1
45.366143,-75.743751,2014,2015,1
45.366156,-75.716509,2009,2012,1
45.366163,-75.765663,2007,2012,1
45.366180,-75.734137,2012,2012,1
45.366180,-75.734137,2012,2014,1
45.366184,-75.747972,2007,2012,1
45.366207,-75.797182,2015,2016,1
45.366224,-75.633510,2009,2012,1
45.366243,-75.716309,2009,2012,1
45.366250,-75.760689,2009,2012,1
45.366250,-75.760689,2014,2015,1
45.366256,-75.734152,2012,2014,1
45.366261,-75.799744,2014,2015,1
45.366297,-75.733382,2012,2012,1
45.366297,-75.733382,2012,2014,1
45.366297,-75.733382,2014,2015,1
45.366315,-75.623508,2007,2012,1
45.366320,-75.793950,2014,2015,1
45.366329,-75.767720,2014,2014,1
45.366338,-75.793961,2014,2015,1
45.366379,-75.798323,2012,2012,1
45.366385,-75.735776,2007,2009,1
45.366385,-75.735776,2009,2012,1
45.366385,-75.735776,2012,2012,1
45.366385,-75.735776,2014,2015,1
45.366404,-75.740685,2014,2015,1
45.366434,-75.734963,2009,2014,1
45.366434,-75.734963,2015,2016,1
45.366434,-75.760510,2012,2014,1
45.366455,-75.748255,2014,2015,1
45.366460,-75.745045,2012,2014,1
45.366517,-75.762705,2009,2012,1
45.366520,-75.715678,2009,2012,1
45.366527,-75.733426,2007,2009,1
45.366527,-75.733426,2012,2012,1
45.366527,-75.733426,2012,2014,1
45.366546,-75.762872,2009,2012,1
45.366548,-75.798847,2007,2012,1
45.366548,-75.798847,2012,2014,1
45.366563,-75.624020,2015,2015,1
45.366563,-75.631983,2012,2015,1
45.366577,-75.699318,2009,2012,1
45.366578,-75.733436,2007,2009,1
45.366595,-75.760352,2014,2015,1
45.366604,-75.624161,2015,2015,1
45.366612,-75.719548,2009,2012,1
45.366637,-75.748392,2014,2015,1
45.366659,-75.670431,2007,2012,1
45.366659,-75.670431,2012,2014,1
45.366659,-75.670431,2014,2015,1
45.366659,-75.722675,2012,2014,1
45.366699,-75.721493,2009,2012,1
45.366705,-75.734250,2012,2014,1
45.366708,-75.672302,2009,2012,1
45.366708,-75.672302,2014,2014,1
45.366721,-75.683519,2007,2012,1
45.366734,-75.723959,2014,2015,1
45.366758,-75.766264,2007,2012,1
45.366778,-75.739812,2012,2014,1
45.366797,-75.760125,2007,2009,1
45.366797,-75.760125,2014,2015,1
45.366818,-75.659568,2014,2015,1
45.366818,-75.659568,2015,2016,1
45.366821,-75.733483,2009,2012,1
45.366849,-75.797569,2015,2016,1
45.366853,-75.733489,2015,2016,1
45.366871,-75.686433,2009,2012,1
45.366880,-75.741594,2007,2009,1
45.366883,-75.766940,2014,2015,1
45.366885,-75.721657,2009,2012,1
45.366886,-75.622848,2012,2015,1
45.366908,-75.681804,2014,2015,1
45.366911,-75.671957,2012,2014,1
45.366936,-75.675000,2007,2009,1
45.366945,-75.633032,2012,2015,1
45.366952,-75.622914,2007,2012,1
45.366971,-75.747493,2007,2012,1
45.366975,-75.631974,2012,2015,1
45.366991,-75.716574,2009,2012,1
45.367009,-75.759781,2009,2012,1
45.367013,-75.706062,2009,2012,1
45.367022,-75.718603,2014,2015,1
45.367041,-75.673107,2012,2014,1
45.367051,-75.733543,2012,2012,1
45.367051,-75.733543,2012,2014,1
45.367057,-75.775135,2009,2012,1
45.367064,-75.660774,2012,2014,1
45.367137,-75.679189,2014,2015,1
45.367153,-75.773296,2009,2014,1
